Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Fall,UGRD,UGRD,Donald,Schuman,,SOCW,3315,002,16,10,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Donald,Schuman,,SOCW,3315,003,12,12,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,GRAD,GRAD,Donald,Schuman,,SOCW,5354,004,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,GRAD,GRAD,Donald,Schuman,,SOCW,5354,005,14,9,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Donna,Schuman,,SOCW,5315,003,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Donna,Schuman,,SOCW,6373,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Lee,Schwemer,,BLAW,3310,005,39,26,24,7,8,0,0,0,0,0,0,104
2023 - 2024,2024 Fall,UGRD,UGRD,Lee,Schwemer,,BLAW,3310,008,31,45,29,9,0,0,0,0,0,0,0,114
2023 - 2024,2024 Fall,UGRD,UGRD,Lee,Schwemer,,BLAW,3311,002,0,10,10,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Lee,Schwemer,,BLAW,3314,001,12,19,11,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,UGRD,UGRD,Jeremy,Scidmore,,ART,3344,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Scogin,,ART,1306,005,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Scogin,,ART,3341,002,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,GRAD,GRAD,Gabrielle,Scott,,SOCW,5311,002,15,6,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,GRAD,GRAD,Gabrielle,Scott,,SOCW,5311,047,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Scott,,INSY,2303,002,12,29,16,0,0,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Scott,,INSY,2303,003,27,27,27,12,8,0,0,0,12,0,0,113
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Scott,,INSY,3304,001,9,18,16,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Scott,,INSY,3330,001,49,52,30,0,0,0,0,0,0,0,0,131
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Scott,,INSY,4315,001,15,25,19,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,UGRD,UGRD,Marsha,Scott,,SCIE,1334,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Marsha,Scott,,SCIE,4331,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Marsha,Scott,,SCIE,4607,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Stephanie,Sealy,,NURS,5338,465,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Peggy,Semingson,,UNIV-LA,1101,002,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Peggy,Semingson,,LING,2371,003,29,0,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Jessica,Sennett,,NURS,4350,726,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Ramtin,Serajiantehrani,,CE,5350,001,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Ramtin,Serajiantehrani,,CM,5350,001,31,20,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Ramtin,Serajiantehrani,,CM,5379,002,24,8,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,GRAD,GRAD,Wideline,Seraphin,,LIST,5316,006,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Tyler,Shafer,,ARCH,2551,007,0,8,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Bethany,Shaffer,,ENGL,1302,018,10,0,6,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Bethany,Shaffer,,ENGL,2303,011,0,0,0,0,6,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Bethany,Shaffer,,ENGL,2338,002,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Bethany,Shaffer,,ENGL,2338,018,10,8,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,GRAD,GRAD,Seyed Mohsen,Shahandashti,,CE,5320,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Seyed Mohsen,Shahandashti,,CE,5320,101,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Yasaman,Shahbazi,,ARCH,1341,003,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Yasaman,Shahbazi,,ARCH,2551,002,7,8,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Amir,Shahmoradi,,DATA,1301,001,21,13,12,0,0,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Xiaojun,Shang,,CSE,2312,002,41,9,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Bijan,Shapoorian,,CM,4331,001,19,12,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Bijan,Shapoorian,,CM,4359,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Bijan,Shapoorian,,CM,4360,001,37,6,0,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Fall,UGRD,UGRD,Farnoosh,Sharbafi,,ART,1305,004,7,7,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Mahyar,Sharif Vaghefi,,INSY,5336,004,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Mahyar,Sharif Vaghefi,,INSY,5336,006,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Sakshi Sanjay,Sharma,,ARCH,4357,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Sakshi Sanjay,Sharma,,ARCH,5357,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Dale,Sharpe Jenkins,,INSU,4329,001,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Michael,Shaw,,ARCH,5671,003,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Charles,Shelor,,CHEM,6011,001,0,0,0,0,0,0,16,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Beth,Shelton,,SOCI,3331,001,11,8,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Shelton,,ENGL,1302,021,9,9,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Shelton,,ENGL,3371,001,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Shelton,,ENGL,3391,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Yike,Shen,,EVSE,5199,001,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Cheng,Sheng,,PHYS,3321,001,17,12,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Lisa,Sheppard-Goodlett,,KINE,3352,500,0,21,7,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Lisa,Sheppard-Goodlett,,KINE,3353,500,40,22,11,0,0,0,0,6,0,0,0,79
2023 - 2024,2024 Fall,GRAD,GRAD,Lisa,Sheppard-Goodlett,,KINE,5385,001,12,9,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Amar,Sherma,,ENGL,1301,031,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Amar,Sherma,,ENGL,1301,037,8,7,0,0,7,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Faysal Hossain,Shezan,,CSE,4380,007,6,7,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Panayiotis,Shiakolas,,MAE,3183,003,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Hanbo,Shim,,HRMN,3320,001,19,19,11,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,GRAD,GRAD,Hanbo,Shim,,MANA,5329,001,20,14,0,0,0,0,0,0,0,0,0,34
2023 - 2024,2024 Fall,UGRD,UGRD,Barbara,Shipman,,UNIV-SC,1131,020,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Barbara,Shipman,,MATH,3330,003,14,21,13,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Barbara,Shipman,,MATH,4322,001,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Reem,Shishakly,,ARAB,2310,001,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Amber,Shorter,,ASL,1441,003,9,10,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Amber,Shorter,,ASL,1442,001,7,10,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Amber,Shorter,,ASL,1442,002,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Amber,Shorter,,ASL,1442,003,8,7,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Brittany,Shupe,,PHIL,3319,002,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Brittany,Shupe,,PHIL,4318,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,David,Shurtleff,,MANA,1301,005,13,35,36,8,0,0,0,0,0,0,0,92
2023 - 2024,2024 Fall,UGRD,UGRD,David,Shurtleff,,MANA,1301,006,9,45,30,6,0,0,0,0,6,0,0,96
2023 - 2024,2024 Fall,UGRD,UGRD,David,Shurtleff,,MANA,1301,007,15,52,19,6,6,0,0,0,0,0,0,98
2023 - 2024,2024 Fall,UGRD,UGRD,David,Shurtleff,,MANA,1301,008,7,54,30,0,0,0,0,0,0,0,0,91
2023 - 2024,2024 Fall,UGRD,UGRD,Kathy,Siepker,,SOCW,4335,002,27,0,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,GRAD,GRAD,Kathy,Siepker,,SOCW,5335,003,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Riyaz,Sikora,,INSY,5377,001,16,22,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,GRAD,GRAD,Riyaz,Sikora,,INSY,5377,002,18,30,0,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Addison,Silva,,MATH,1308,150,22,37,33,15,13,0,0,0,8,0,0,128
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Silva,,MATH,1303,005,0,11,11,6,10,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Silva,,MATH,1315,006,11,11,20,12,14,0,0,0,0,0,0,68
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Silva,,MATH,1421,150,7,14,15,15,10,0,0,0,9,0,0,70
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Silva,,MATH,1421,220,0,15,9,6,7,0,0,0,11,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Silva,,MATH,1421,250,6,11,16,11,12,0,0,0,9,0,0,65
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Silva,,MATH,1421,300,0,9,14,14,16,0,0,0,11,0,0,64
2023 - 2024,2024 Fall,UGRD,UGRD,Brandi,Simpson,,ART,2342,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Ryan,Sims,,ASL,1441,006,11,7,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Ryan,Sims,,ASL,2313,001,11,6,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Ananya,Singh,,ART,2304,005,0,8,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Ananya,Singh,,ART,4375,001,6,6,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Anil,Singh,,INSY,3305,001,15,16,27,0,0,0,0,0,0,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Anil,Singh,,INSY,3305,003,8,27,15,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Anil,Singh,,INSY,5341,001,24,16,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Subhash,Singhal,,IE,4308,001,0,13,14,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,GRAD,GRAD,Subhash,Singhal,,IE,5191,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Subhash,Singhal,,IE,5191,003,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Subhash,Singhal,,IE,5303,001,24,6,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,GRAD,GRAD,Subhash,Singhal,,IE,5303,004,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Mike,Siok,,CSE,3310,002,25,24,0,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,UGRD,UGRD,Mike,Siok,,CSE,4322,002,32,30,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,GRAD,GRAD,Mike,Siok,,CSE,5324,002,27,21,0,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,GRAD,GRAD,Mike,Siok,,CSE,5324,201,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Shamila,Sivakumaran,,SOCW,2361,014,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Shamila,Sivakumaran,,SOCW,3303,009,15,15,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,UGRD,UGRD,Dema,Smadi,,LING,2301,003,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Eusebius,Small,,SOCW,5303,002,11,7,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,GRAD,GRAD,Eusebius,Small,,SOCW,5303,006,16,7,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Aaron,Smallwood,,ECON,4322,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Kevin,Smant,,HIST,1301,015,8,11,13,0,6,0,0,0,8,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Kevin,Smant,,HIST,1301,018,0,0,18,0,8,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Kevin,Smant,,HIST,1302,010,10,10,9,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURS,3345,201,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURS,3345,500,206,53,9,0,10,0,0,0,0,0,0,278
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURSU,3345,500,29,7,0,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURS,3345,501,114,36,0,0,0,0,0,0,0,0,0,150
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURSU,3345,501,22,0,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURSU,3345,502,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURS,3345,503,37,10,0,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,UGRD,UGRD,David,Smith,,NURSU,3345,503,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Dawnetta,Smith,,SOCW,5483,001,120,9,0,0,0,0,0,0,0,0,0,129
2023 - 2024,2024 Fall,GRAD,GRAD,Dawnetta,Smith,,SOCW,5483,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Dawnetta,Smith,,SOCW,5485,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Dawnetta,Smith,,SOCW,5486,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Eric,Smith,,BIOL,1345,004,18,30,27,14,24,0,0,0,11,0,0,124
2023 - 2024,2024 Fall,UGRD,UGRD,Eric,Smith,,BIOL,1442,004,29,31,14,0,7,0,0,0,0,0,0,81
2023 - 2024,2024 Fall,UGRD,UGRD,Jessica,Smith,,NURS,4462,001,147,0,0,0,0,0,0,0,0,0,0,147
2023 - 2024,2024 Fall,UGRD,UGRD,Joul,Smith,,ENGL,1301,011,12,8,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Joul,Smith,,ENGL,1301,029,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Joul,Smith,,ENGL,1302,013,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Joul,Smith,,ENGL,1302,027,14,6,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Joul,Smith,,ENGL,2319,001,22,0,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Kelley,Smith,,THEA,1343,003,34,0,0,0,0,0,0,0,0,0,0,34
2023 - 2024,2024 Fall,UGRD,UGRD,Lindsi,Smith,,KINE,2350,003,79,15,15,0,0,0,0,0,0,0,0,109
2023 - 2024,2024 Fall,UGRD,UGRD,Lindsi,Smith,,KINE,4351,500,60,11,0,0,0,0,0,0,0,0,0,71
2023 - 2024,2024 Fall,UGRD,UGRD,Lindsi,Smith,,KINE,4358,500,42,8,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Nicholas,Smith,,PSYC,1315,008,210,14,0,0,14,57,0,0,0,0,0,295
2023 - 2024,2024 Fall,UGRD,UGRD,Nicholas,Smith,,PSYC,3302,001,33,0,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Samuel,Smith,,KORE,3310,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Samuel,Smith,,GLOBAL,4312,001,22,0,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Samuel,Smith,,KORE,4334,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Scott,Smith,,BLAW,3310,001,18,31,40,14,9,0,0,0,7,0,0,119
2023 - 2024,2024 Fall,UGRD,UGRD,Scott,Smith,,BLAW,3310,002,12,41,41,7,12,0,0,0,0,0,0,113
2023 - 2024,2024 Fall,UGRD,UGRD,Scott,Smith,,BLAW,3310,007,18,26,36,19,12,0,0,0,6,0,0,117
2023 - 2024,2024 Fall,UGRD,UGRD,Shelley,Smith,,ANTH,1306,003,11,15,9,0,0,0,0,0,6,0,0,41
2023 - 2024,2024 Fall,GRAD,GRAD,Robyn,Smith-Bull,,SOCW,5353,007,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Robyn,Smith-Bull,,SOCW,5353,008,20,7,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,GRAD,GRAD,Latoya,Smith-Jones,,SOCW,5313,008,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Latoya,Smith-Jones,,SOCW,5395,016,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Latoya,Smith-Jones,,SOCW,5395,018,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Karla,Smith-Lucas,,NURS,5337,455,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Walter,Smolinski,,PAPP,5399,500,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,002,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,003,11,6,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,004,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,005,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,006,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Byung Ran,So,,CHEM,2182,007,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Salman,Sohrabi,,BE,5300,010,11,9,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Joseph,Solano,,AS,1121,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,John,Solomons,,MUSI,10,006,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Pradip,Som,,BSTAT,5325,005,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Jiachu,Song,,FINA,5340,070,41,7,0,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,GRAD,GRAD,Jiachu,Song,,FINA,5340,071,42,7,0,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,GRAD,GRAD,Jiachu,Song,,FINA,5340,072,49,11,0,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Fall,GRAD,GRAD,Jiachu,Song,,FINA,5340,073,50,0,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Marilyn,Soto,,NURS,4350,749,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Alicia,Soueid,,FREN,2310,001,17,6,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Alicia,Soueid,,FREN,3300,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Christine,Spadola,,SOCW,5316,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Robert,Spangler,,EE,2301,001,15,14,10,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,UGRD,UGRD,Emily,Spaulding,,UNIV-HN,1131,004,27,6,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Speier,,ANTH,2322,002,15,26,7,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Speier,,ANTH,3332,001,18,8,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Eric,Spenk,,HIST,1332,004,19,7,0,0,7,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Christy,Spivey,,ECON,3301,006,28,27,7,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Christy,Spivey,,ECON,3317,006,33,16,0,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,UGRD,UGRD,Christy,Spivey,,ECON,4306,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Christy,Spivey,,HCAD,5333,040,10,7,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Stephanie,Spohr,,GWSS,3305,002,8,6,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Stephanie,Spohr,,HEED,3305,002,48,48,21,0,0,0,0,0,0,0,0,117
2023 - 2024,2024 Fall,UGRD,UGRD,Stephanie,Spohr,,KINE,3355,500,52,62,11,0,8,0,0,0,0,0,0,133
2023 - 2024,2024 Fall,UGRD,UGRD,Stephanie,Spohr,,KINE,4353,500,18,20,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Sophie,Spruce,,ENGL,301,CO11,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Sophie,Spruce,,ENGL,1301,018,0,8,9,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Sophie,Spruce,,ENGL,1301,052,0,8,7,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Sophie,Spruce,,ENGL,1301,CO62,0,6,9,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Sophie,Spruce,,ENGL,1302,016,0,8,7,0,6,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Sophie,Spruce,,ENGL,1302,020,0,8,7,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Barry,Spurlock,,PHYS,1441,003,51,50,27,11,0,0,0,0,7,0,0,146
2023 - 2024,2024 Fall,UGRD,UGRD,Barry,Spurlock,,PHYS,1443,003,50,55,28,10,9,0,0,0,0,0,0,152
2023 - 2024,2024 Fall,UGRD,UGRD,Barry,Spurlock,,PHYS,1444,001,56,57,41,0,0,0,0,0,0,0,0,154
