Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Fall,GRAD,GRAD,Bin,Srinidhi,,ACCT,5307,002,15,16,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,GRAD,GRAD,Bin,Srinidhi,,ACCT,5307,060,11,33,0,0,0,0,0,0,0,0,0,44
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,St John,,MANA,3318,005,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Cynthia,St John,,EMBA,5106,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Lisa,Stabler,,MATH,1308,350,31,31,29,15,15,0,0,0,6,0,0,127
2023 - 2024,2024 Fall,UGRD,UGRD,Charles,Stanley,,ACCT,3309,001,83,12,0,0,0,0,0,0,0,0,0,95
2023 - 2024,2024 Fall,UGRD,UGRD,Charles,Stanley,,ACCT,3309,002,26,32,0,0,0,0,0,0,0,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Charles,Stanley,,ACCT,3309,004,59,31,6,0,0,0,0,0,0,0,0,96
2023 - 2024,2024 Fall,GRAD,GRAD,Kristin,Stanley,,NURS,5354,406,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Douglas,Stark,,ENGL,4375,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Alison,Starr,,ART,2308,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandra,Stefan,,CSE,1310,004,28,12,11,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandra,Stefan,,CSE,1310,010,12,6,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandra,Stefan,,CSE,3318,001,10,20,21,0,9,0,0,0,12,0,0,72
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandra,Stefan,,CSE,3318,002,23,25,22,0,0,0,0,0,7,0,0,77
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Stephens,,ART,3341,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Ronnie,Stephens,,ENGL,1301,063,6,0,0,0,7,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Ronnie,Stephens,,ENGL,1301,073,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Suzanne,Stephens,,SOCW,5352,005,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Suzanne,Stephens,,SOCW,5358,006,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Dawn,Stephens-Jenkins,,EDAD,1330,001,15,15,0,0,9,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,UGRD,UGRD,Arden,Stephenson,,INTD,3553,001,10,6,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Arden,Stephenson,,INTD,4332,001,14,6,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Stephenson,,MATH,1402,140,10,12,0,0,6,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Jonathan,Steplyk,,HIST,1301,002,56,31,32,0,13,0,0,0,7,0,0,139
2023 - 2024,2024 Fall,UGRD,UGRD,Jonathan,Steplyk,,HIST,1301,006,27,31,21,14,20,0,0,0,0,0,0,113
2023 - 2024,2024 Fall,UGRD,UGRD,Jonathan,Steplyk,,HIST,3314,001,9,6,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Jennifer,Sterling,,SOCW,5392,005,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,3364,003,44,13,0,0,0,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,3364,072,53,14,0,0,0,0,0,0,0,0,0,67
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,3364,075,47,13,0,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,3364,600,101,30,8,0,0,0,0,0,0,0,0,139
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,3364,601,102,29,8,0,0,0,0,0,0,0,0,139
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,3364,602,101,25,8,0,0,0,0,0,0,0,0,134
2023 - 2024,2024 Fall,UGRD,UGRD,Kristin,Sterling,,NURS,4350,013,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Ami,Stone,,NURS,4350,714,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Kamille,Stone-Stanton,,ENGL,1301,001,6,12,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Kamille,Stone-Stanton,,ENGL,1301,074,9,6,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Kamille,Stone-Stanton,,ENGL,1301,075,11,6,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Douglas,Stotter,,MUSI,102,001,47,0,0,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,UGRD,UGRD,Douglas,Stotter,,MUSI,3308,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Stout,,HIST,4366,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Marshall,Strawn,,ARCH,5593,001,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Laurel,Stvan,,LING,2301,004,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Chunke,Su,,CTEC,2350,002,13,11,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Chunke,Su,,COMM,3300,001,73,24,7,0,0,0,0,0,0,0,0,104
2023 - 2024,2024 Fall,UGRD,UGRD,Jianzhong,Su,,MATH,3335,001,14,9,7,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,GRAD,GRAD,Kamesh,Subbarao,,AE,5302,002,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Sujan,Subedi,,CE,2153,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Quainshonda,Suber,,NURS,3364,005,50,17,0,0,0,0,0,0,0,0,0,67
2023 - 2024,2024 Fall,UGRD,UGRD,Quainshonda,Suber,,NURS,3364,007,51,12,0,0,0,0,0,0,0,0,0,63
2023 - 2024,2024 Fall,UGRD,UGRD,Quainshonda,Suber,,NURS,3364,008,57,7,0,0,0,0,0,0,0,0,0,64
2023 - 2024,2024 Fall,UGRD,UGRD,Quainshonda,Suber,,NURS,3364,009,45,16,0,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,GRAD,GRAD,Jiwon,Suh,,PAPP,5351,103,31,0,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,GRAD,GRAD,Jiwon,Suh,,PAPP,5351,201,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Lee,Sulkin,,NURS,5120,416,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Lee,Sulkin,,NURS,5120,443,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Cristian Carlo,Suller,,ENGL,1301,091,10,9,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Cristian Carlo,Suller,,ENGL,1302,002,9,7,7,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Allison,Sullivan,,CSE,3318,005,9,12,8,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Feinuo,Sun,,KINE,5395,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Mingwei,Sun,,INSY,5336,003,15,11,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,GRAD,GRAD,Xinyu,Sun,,OPMA,5368,070,48,13,0,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,GRAD,GRAD,Xinyu,Sun,,OPMA,5368,071,39,19,0,0,0,0,0,0,0,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Yuze,Sun,,EE,2320,002,0,20,15,7,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,GRAD,GRAD,Shan,Sun-Mitchell,,ASDS,5306,001,38,10,0,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Lindsey,Surratt,,ENGL,1301,084,10,0,0,0,6,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Jenny,Sweeney,,HIST,5342,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Swope,,SUT,3319,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Rachel,Swope,,SOCW,5353,004,26,0,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Melissa,Tacconi,,UNIV-EN,1131,004,64,10,6,0,11,0,0,0,0,0,0,91
2023 - 2024,2024 Fall,UGRD,UGRD,Melissa,Tacconi,,UNIV-EN,1131,017,67,10,9,0,7,0,0,0,0,0,0,93
2023 - 2024,2024 Fall,UGRD,UGRD,Yung- Jen,Tai,,ARCH,3553,007,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Jing,Tam,,MUSI,10,002,0,0,0,0,0,0,12,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Liping,Tang,,BE,1325,025,51,30,15,0,0,0,0,0,0,0,0,96
2023 - 2024,2024 Fall,UGRD,UGRD,Seiichiro,Tanizaki,,CHEM,1442,001,13,12,20,24,15,0,0,0,8,0,0,92
2023 - 2024,2024 Fall,UGRD,UGRD,Seiichiro,Tanizaki,,CHEM,1451,001,56,77,56,21,16,0,0,0,34,0,0,260
2023 - 2024,2024 Fall,UGRD,UGRD,Seiichiro,Tanizaki,,CHEM,1451,500,39,47,22,13,14,0,0,7,34,0,0,176
2023 - 2024,2024 Fall,UGRD,UGRD,Stefanie,Tanner,,NURS,4350,659,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Barbara,Taylor,,NURS,5660,466,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Christopher,Taylor,,HIST,3391,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,GRAD,GRAD,Erica,Taylor,,SOCW,5323,007,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Laurie,Taylor,,DNCE,2139,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Laurie,Taylor,,DNCE,3232,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Rosa,Tellez,,MODL,2301,001,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Rosa,Tellez,,SPAN,2310,001,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Rosa,Tellez,,SPAN,2310,002,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Rosa,Tellez,,SPAN,3315,002,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,TenEyck,,CRCJ,3300,001,44,11,0,0,0,0,0,0,0,0,0,55
2023 - 2024,2024 Fall,GRAD,GRAD,Michael,TenEyck,,CRCJ,5350,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Michael,TenEyck,,CRCJ,5350,002,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Andrea,Tennancour,,NURS,5462,400,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Benjamin,Terry,,ART,3371,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Matthew,Tettleton,,ENGL,1301,030,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Matthew,Tettleton,,ENGL,1301,032,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Matthew,Tettleton,,ENGL,1301,069,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Matthew,Tettleton,,ENGL,2303,001,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Kendra,Tevis,,SOCW,3307,002,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Kendra,Tevis,,SOCW,4314,006,31,0,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,GRAD,GRAD,Kendra,Tevis,,SOCW,5482,001,62,0,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Trang,Thai,,FINA,3317,001,12,30,8,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Trang,Thai,,FINA,3317,002,12,28,13,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,UGRD,UGRD,Trang,Thai,,FINA,4328,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Mahendra Bahadur,Thapa,,ENGL,1301,CO22,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Mahendra Bahadur,Thapa,,ENGL,1301,CO36,0,9,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,2444,001,47,42,24,0,0,0,0,0,0,0,0,113
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,2460,001,27,42,46,18,21,0,0,0,20,0,0,174
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,2460,018,6,15,21,14,7,0,0,0,0,0,0,63
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,2460,700,20,43,28,16,23,0,0,0,12,0,0,142
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,3101,002,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,4390,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Whitney,Tholen,,BIOL,4392,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Gigi,Thomas,,NURS,5120,001,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Gigi,Thomas,,NURS,5120,010,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Gigi,Thomas,,NURS,5120,012,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Gigi,Thomas,,NURS,5220,010,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Gigi,Thomas,,NURS,5350,010,10,11,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,GRAD,GRAD,LaTisha,Thomas,,SOCW,5311,006,20,9,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,LaTisha,Thomas,,SOCW,5311,043,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Patricia,Thomas,,NURS,5312,401,18,7,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Adrian,Thompson,,ENGL,1301,039,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Kimberly,Thompson,,NURS,5140,001,0,0,0,0,0,0,9,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Kimberly,Thompson,,NURS,5140,002,0,0,0,0,0,0,9,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Kimberly,Thompson,,NURS,5140,003,0,0,0,0,0,0,9,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Chandra,Thompson-Donahue,,SOCW,2361,003,12,7,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Chandra,Thompson-Donahue,,SOCW,3307,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Chandra,Thompson-Donahue,,SOCW,5304,027,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Albert,Thurburn,,MANA,4322,001,22,14,0,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,UGRD,UGRD,Albert,Thurburn,,MANA,4322,002,18,26,0,0,0,0,0,0,0,0,0,44
2023 - 2024,2024 Fall,UGRD,UGRD,Kathleen,Tice,,LIST,4374,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Kathleen,Tice,,LIST,4376,001,22,0,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,GRAD,GRAD,Kathleen,Tice,,LIST,5345,006,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Kathleen,Tice,,LIST,5350,006,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Janice,Tiernan,,ENGR,1101,001,223,26,16,13,15,0,0,0,0,0,0,293
2023 - 2024,2024 Fall,GRAD,GRAD,Mari,Tietze,,NURS-HI,5384,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Tigner,,ENGL,4326,001,0,9,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Tigner,,ENGL,4399,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Jay,Tillerson,,CRCJ,2334,001,11,36,12,6,10,0,0,0,0,0,0,75
2023 - 2024,2024 Fall,UGRD,UGRD,Saibun,Tjuatja,,EE,3407,001,7,18,21,10,12,0,0,0,10,0,0,78
2023 - 2024,2024 Fall,UGRD,UGRD,Lorena,Toffer,,ARCH,2551,006,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Lorena,Toffer,,INTD,3323,002,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Lorena,Toffer,,ARCH,3551,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,John,Tomes,,ENGL,1301,094,7,10,7,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,John,Tomes,,ENGL,1301,CO4,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,John,Tomes,,ENGL,1301,CO5,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,John,Tomes,,ENGL,1301,CO64,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,John,Tomes,,ENGL,1301,CO67,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Allison,Tomlinson,,SOCW,5362,008,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Jodi,Tommerdahl,,EDUC,5361,002,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Jodi,Tommerdahl,,EDUC,5361,003,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Jodi,Tommerdahl,,EDUC,5363,002,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Elisha,Tones,,SOCW,5315,024,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,GRAD,GRAD,Elisha,Tones,,SOCW,5315,025,22,0,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,GRAD,GRAD,Elisha,Tones,,SOCW,5352,001,23,6,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Elisha,Tones,,SOCW,5352,002,19,7,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,GRAD,GRAD,Albert,Tong,,ME,5313,001,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Albert,Tong,,ME,5331,001,6,8,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Eduardo,Torres Manzanarez,,MATH,1402,100,13,12,15,0,10,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Cesar,Torres,,CSE,1320,007,8,15,9,0,0,0,0,0,6,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Nahum,Torres,,UNIV-EN,1131,034,73,12,0,0,0,0,0,0,0,6,0,91
2023 - 2024,2024 Fall,UGRD,UGRD,Nahum,Torres,,UNIV-EN,1131,037,31,0,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Solymar,Torres-Garcia,,SPAN,1442,003,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Solymar,Torres-Garcia,,GLOBAL,2301,007,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Solymar,Torres-Garcia,,SPAN,2313,004,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,William,Townsley,,MUSI,3396,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,John,Trainor,,THEA,2309,001,17,11,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,John,Trainor,,THEA,4303,001,8,11,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Audrey,Travis,,ART,1305,008,6,8,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Janelle,Traylor,,NURS,5338,455,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Mark,Tremayne,,BCMN,2360,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Mark,Tremayne,,BCMN,3380,001,9,9,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,GRAD,GRAD,Margarita,Trevino,,NURS,5302,400,36,0,0,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,GRAD,GRAD,Margarita,Trevino,,NURS,5302,402,39,0,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,GRAD,GRAD,Margarita,Trevino,,NURS,5329,401,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Bhaskar,Trivedi,,CSE,4360,002,7,6,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Sumit,Trivedi,,NURS,5120,405,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Sumit,Trivedi,,NURS,5120,444,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Daniel,Trott,,KINE,1300,002,28,32,27,0,9,0,0,0,0,0,0,96
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Trowbridge,,KINE,2330,001,13,25,13,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Trowbridge,,KINE,2330,002,9,12,10,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Jeffrey,Tschoepe,,MATH,1301,502,25,52,25,13,27,0,0,0,7,0,0,149
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CE,5342,001,6,7,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CM,5342,001,23,27,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CM,5342,101,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CM,5379,001,26,18,6,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CM,5386,001,16,13,14,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CM,5387,001,52,17,9,0,0,0,0,0,0,0,0,78
2023 - 2024,2024 Fall,GRAD,GRAD,Nilo,Tsung,,CM,5387,101,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,1106,101,10,0,6,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,1106,102,9,11,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,1106,103,11,7,7,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,1106,104,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,1201,001,102,16,0,0,0,0,0,0,0,0,0,118
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,1311,001,31,24,16,0,6,0,0,0,0,0,0,77
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,4149,002,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,4240,001,35,0,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,Turner,,EE,4349,002,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Hallee,Turner,,ART,3347,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Hallee,Turner,,ART,3348,001,7,7,0,0,0,0,0,0,0,0,0,14
